"x","y"
-8.001,0.002432823286953949
-7.901,0.0025438737134728592
-7.800999999999999,0.0026079539418625837
-7.701,0.0026213320142579343
-7.600999999999999,0.0025821550165559203
-7.5009999999999994,0.0024906227294374437
-7.401,0.00234909155474499
-7.300999999999999,0.0021621013460149494
-7.201,0.0019363202666636112
-7.100999999999999,0.001680405582745344
-7.0009999999999994,0.0014047812821759637
-6.901,0.0011213365012638092
-6.800999999999999,0.0008430518273667448
-6.701,0.0005835635245753582
-6.600999999999999,0.00035667848826553106
-6.5009999999999994,0.00017585516836534406
-6.401,0.000053667711653983396
-6.300999999999999,1.2720726207976823e-6
-6.201,0.00002789375686314378
-6.100999999999999,0.00014035713443167496
-6.0009999999999994,0.0003426758564225485
-5.901,0.0006357228116034111
-5.800999999999999,0.0010169962789705433
-5.700999999999999,0.001480496498286727
-5.600999999999999,0.00201672384838161
-5.5009999999999994,0.0026128062689099543
-5.401,0.003252759582195788
-5.300999999999999,0.003917880082258694
-5.200999999999999,0.004587264287097178
-5.100999999999999,0.005238446237433076
-5.0009999999999994,0.0058481383164472895
-4.901,0.006393057408427283
-4.800999999999999,0.006850814454606368
-4.700999999999999,0.007200842238934415
-4.600999999999999,0.007425333669740383
-4.5009999999999994,0.007510161023005499
-4.401,0.007445745666168137
-4.300999999999999,0.007227847750648969
-4.200999999999999,0.006858246282234315
-4.100999999999999,0.006345281857780303
-4.0009999999999994,0.005704237171131473
-3.900999999999999,0.004957534087349536
-3.8009999999999993,0.004134730579773882
-3.7009999999999996,0.0032723060091316676
-3.600999999999999,0.0024132289632433244
-3.5009999999999994,0.001606308014070545
-3.400999999999999,0.0009053321133675948
-3.3009999999999993,0.00036801375460334134
-3.2009999999999987,0.00005475428626489342
-3.100999999999999,0.000027256678591737287
-3.0009999999999994,0.0003470164358733941
-2.900999999999999,0.00107372603437282
-2.8009999999999993,0.0022636320930730014
-2.7009999999999987,0.003967887314026259
-2.600999999999999,0.006230940950866248
-2.5009999999999994,0.009089012098190241
-2.400999999999999,0.012568689394647621
-2.3009999999999993,0.01668569878780381
-2.2009999999999987,0.021443877844817775
-2.100999999999999,0.02683439077171419
-2.0009999999999994,0.03283521292278903
-1.900999999999999,0.03941090727057421
-1.8009999999999993,0.04651270822547646
-1.7009999999999987,0.05407892052761322
-1.600999999999999,0.06203563288655326
-1.5009999999999994,0.07029773783704628
-1.400999999999999,0.07877024113784453
-1.3009999999999993,0.08734983619528293
-1.2009999999999987,0.09592671166698348
-1.100999999999999,0.10438655380553113
-1.0009999999999994,0.11261269943059007
-0.9009999999999989,0.12048839083985655
-0.8009999999999993,0.1278990806243089
-0.7009999999999987,0.13473473234750544
-0.6009999999999991,0.14089206245118208
-0.5009999999999994,0.14627666958971366
-0.4009999999999989,0.15080499986313772
-0.30099999999999927,0.1544061000609773
-0.20099999999999874,0.15702311595635107
-0.10099999999999909,0.15861449877440564
-0.0009999999999994458,0.1591548900402547
0.0990000000000002,0.1586356629000162
0.19900000000000162,0.15706510649154093
0.29900000000000126,0.15446824878921397
0.3990000000000009,0.15088632231941124
0.49900000000000055,0.14637588599584814
0.5990000000000002,0.1410076248166563
0.6990000000000016,0.1348648570674698
0.7990000000000013,0.12804178577404596
0.8990000000000009,0.12064153725409628
0.9990000000000006,0.11277403456977432
1.0990000000000002,0.10455375735150653
1.1990000000000016,0.0960974417591414
1.2990000000000013,0.08752177521547783
1.399000000000001,0.07894113997833622
1.4990000000000006,0.070465457639247
1.599000000000002,0.06219818331775087
1.6990000000000016,0.054234493765639914
1.7990000000000013,0.046659707944379146
1.899000000000001,0.039547972060097115
1.9990000000000006,0.03296123372682002
2.099000000000002,0.026948522091409535
2.1990000000000016,0.021545542616359
2.2990000000000013,0.016774587008063356
2.399000000000001,0.012644750725964176
2.4990000000000006,0.009152442831703102
2.599000000000002,0.006282165842513605
2.6990000000000016,0.004007536924909025
2.7990000000000013,0.00229251636350236
2.899000000000001,0.0010928048962725856
2.9990000000000006,0.00035736831968642875
3.099000000000002,0.00003004579755997701
3.1990000000000016,0.00005119758276101201
3.2990000000000013,0.0003593483706586067
3.399000000000001,0.0008927842019301681
3.4990000000000006,0.0015910636407466753
3.599000000000002,0.0023964077628005
3.6990000000000016,0.0032549381598431354
3.7990000000000013,0.004117737545113351
3.899000000000001,0.004941713452235223
3.9990000000000006,0.005690251772669383
4.099000000000002,0.006333653282109798
4.199000000000002,0.006849352673408142
4.299000000000001,0.007221925758074765
4.399000000000001,0.007442896247300105
4.4990000000000006,0.007510358720626126
4.599000000000002,0.007428438900773149
4.699000000000002,0.007206616066218059
4.799000000000001,0.006858935265808259
4.899000000000001,0.006403138898051334
4.9990000000000006,0.0058597481578703745
5.099000000000002,0.0052511248416607
5.199000000000002,0.004600543072479748
5.299000000000001,0.003931298723252897
5.399000000000001,0.003265881763437057
5.4990000000000006,0.00262523354104581
5.599000000000002,0.0020281072616718074
5.699000000000002,0.001490545776069436
5.799000000000001,0.0010254863827811726
5.899000000000001,0.0006424978400591682
5.9990000000000006,0.00034765030807791503
6.099000000000002,0.00014351464796635594
6.199000000000002,0.000029283517734928982
6.299000000000001,1.0031415744061362e-6
6.399000000000001,0.000051901585477685833
6.4990000000000006,0.00017279692570908398
6.599000000000002,0.00035256690231122526
6.699000000000002,0.0005786605394831377
6.799000000000001,0.0008376317967769518
6.899000000000001,0.0011156755752281488
6.9990000000000006,0.0013991473046539033
7.099000000000002,0.0016750488265366993
7.199000000000002,0.0019314652879756304
7.299000000000001,0.0021579401886549533
7.399000000000001,0.0023457784762423183
7.4990000000000006,0.0024882705603940292
7.599000000000002,0.0025808332023969515
7.699000000000002,0.0026210663274543553
7.799000000000001,0.0026087277946630874
7.899000000000001,0.002545630948073522
7.9990000000000006,0.0024354722734724237
